SiteCode,SurveyID,SurveyDate,SiteLat,Survey.T.Match,ECOregion,Barren_former_AB,Barren_former_SPR,SiteLong,realm,Country,Location,Depth,absSiteLat,r.SiteLat,CTI,CTDiv,AvrgBreadth,SDBreadth,CTImax,CTImax_fish_ECS,CTDiv_fish_ECS,AvrgBreadth_fish_ECS,sdSTI,STR,sdSTR,FRic,Richness_warmF,Abundance_warmF,Richness_coldF,Abundance_coldF,Richness_coldF_perc,Richness_warmF_perc,Anomaly,CTIsensitivity,COMBINED_SCORE,Site_Rich,Site_AB
LHI41,912344006,2014-02-19,-31.5332,25.23999977,Lord Howe and Norfolk Islands,451,4,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,2,31.5332,-32,22.10345834,0.843203836,12.2307503,1.901259119,28.21883349,1.201235157,-0.182219046,1.438673279,1.453680508,12.10226635,1.988668776,0.185638347,11,117,8,182,26.66666667,36.66666667,1.878438335,Medium,Barren,30,802
LHI41,912346193,2016-02-21,-31.5332,23.81999969,Lord Howe and Norfolk Islands,741,3,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,3,31.5332,-32,21.75758688,0.89472038,11.83952188,1.994106469,27.67734781,0.072052902,0.193772647,0.59669066,1.453680508,12.10226635,1.988668776,0.23188289,5,46,10,222,43.47826087,21.73913043,1.878438335,Medium,Barren,23,314
LHI41,912346204,2016-02-21,-31.5332,23.81999969,Lord Howe and Norfolk Islands,401,3,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,3.1,31.5332,-32,21.9128194,1.017257938,11.91952795,2.00966361,27.87258337,0.479185608,1.088108726,0.768875784,1.453680508,12.10226635,1.988668776,0.252540034,11,167,14,350,38.88888889,30.55555556,1.878438335,Medium,Barren,36,675
LHI41,912346205,2016-02-21,-31.5332,23.81999969,Lord Howe and Norfolk Islands,333,4,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,2.1,31.5332,-32,22.10278673,0.956364048,12.09472077,1.865484968,28.15014711,1.058000628,0.6436768,1.145917182,1.453680508,12.10226635,1.988668776,0.247976114,12,135,11,199,32.35294118,35.29411765,1.878438335,Medium,Barren,34,438
LHI41,912350140,2018-02-12,-31.5332,24.73999977,Lord Howe and Norfolk Islands,725,4,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,2.8,31.5332,-32,22.07123296,0.851236866,11.66589784,1.813354942,27.90418188,0.545079262,-0.123590259,0.223025501,1.453680508,12.10226635,1.988668776,0.299495457,14,149,12,462,27.27272727,31.81818182,1.878438335,Medium,Barren,44,823
LHI41,912350155,2018-02-12,-31.5332,24.73999977,Lord Howe and Norfolk Islands,765,2,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,3,31.5332,-32,21.98985543,0.90691366,11.74868462,2.149188405,27.86419774,0.461698707,0.282764872,0.401195164,1.453680508,12.10226635,1.988668776,0.313376991,11,91,12,186,31.57894737,28.94736842,1.878438335,Medium,Barren,38,408
LHI42,2001742,2010-02-08,-31.5332,24.81999969,Lord Howe and Norfolk Islands,414,3,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,4,31.5332,-32,21.96122499,0.69805672,11.65615029,1.908428934,27.78930013,0.305511653,-1.241570191,0.202047311,1.453680508,12.10226635,1.988668776,0.182243125,8,76,11,315,36.66666667,26.66666667,1.878438335,Medium,Barren,30,547
LHI42,912340546,2012-02-29,-31.5332,24.54999924,Lord Howe and Norfolk Islands,347,2,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,2,31.5332,-32,21.95208824,0.937374007,11.98829437,2.152887442,27.94623543,0.632775252,0.50507865,0.916871519,1.453680508,12.10226635,1.988668776,0.230476564,10,88,12,518,35.29411765,29.41176471,1.878438335,Medium,Barren,34,696
LHI42,912340547,2012-02-29,-31.5332,24.54999924,Lord Howe and Norfolk Islands,484,3,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,3.5,31.5332,-32,21.95562831,1.005680698,11.90458123,1.715126461,27.90791892,0.552872276,1.003612643,0.736708195,1.453680508,12.10226635,1.988668776,0.26575308,12,349,11,560,29.72972973,32.43243243,1.878438335,Medium,Barren,37,1079
LHI42,912344062,2014-02-19,-31.5332,25.23999977,Lord Howe and Norfolk Islands,176,4,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,2,31.5332,-32,21.96186366,0.838573427,11.97263655,1.815171839,27.94818193,0.636834381,-0.216013925,0.883173528,1.453680508,12.10226635,1.988668776,0.119024986,6,61,7,90,31.81818182,27.27272727,1.878438335,Medium,Kelp,22,245
LHI42,912350124,2018-02-12,-31.5332,24.73999977,Lord Howe and Norfolk Islands,299,3,159.05212,Central Indo-Pacific,Australia,Lord Howe Island,3,31.5332,-32,21.96505733,0.940324609,12.0341356,1.833343544,27.98212513,0.70761751,0.526613513,1.015528753,1.453680508,12.10226635,1.988668776,0.352847939,11,113,14,287,29.16666667,22.91666667,1.878438335,Medium,Barren,48,691
LHI43,2001744,2010-02-11,-31.7875,24.81999969,Lord Howe and Norfolk Islands,260,2,159.28145,Central Indo-Pacific,Australia,Lord Howe Island,12,31.7875,-32,21.93875804,1.177809869,11.52525793,1.760558352,27.70138701,0.122182813,2.259891369,-0.079652796,1.453680508,12.10226635,1.988668776,0.323646627,11,316,11,1496,35.48387097,35.48387097,1.878438335,Medium,Barren,31,1865
LHI43,2001745,2010-02-11,-31.7875,24.81999969,Lord Howe and Norfolk Islands,287,2,159.28145,Central Indo-Pacific,Australia,Lord Howe Island,14,31.7875,-32,21.61576081,1.247311763,11.37678249,1.734155599,27.30415205,-0.706187517,2.767148513,-0.399194375,1.453680508,12.10226635,1.988668776,0.321210097,6,733,10,2454,43.47826087,26.08695652,1.878438335,Medium,Barren,23,3228
LHI43,912340552,2012-03-01,-31.7875,24.54999924,Lord Howe and Norfolk Islands,221,2,159.28145,Central Indo-Pacific,Australia,Lord Howe Island,12,31.7875,-32,21.65975793,1.195086131,11.72619362,2.101120878,27.52285474,-0.25011783,2.385981567,0.352791134,1.453680508,12.10226635,1.988668776,0.250818927,7,203,15,229,48.38709677,22.58064516,1.878438335,Medium,Barren,31,537
LHI43,912340553,2012-03-01,-31.7875,24.54999924,Lord Howe and Norfolk Islands,328,2,159.28145,Central Indo-Pacific,Australia,Lord Howe Island,14,31.7875,-32,21.75656723,1.277655787,11.8999425,1.889158329,27.70653848,0.132925392,2.988613307,0.726724948,1.453680508,12.10226635,1.988668776,0.28430647,8,602,10,2366,38.46153846,30.76923077,1.878438335,Medium,Barren,26,3527
LHI43,912350271,2018-03-04,-31.7875,24.88999939,Lord Howe and Norfolk Islands,277,1,159.28145,Central Indo-Pacific,Australia,Lord Howe Island,14,31.7875,-32,21.86832688,1.04920061,12.02246163,2.408697193,27.8795577,0.493729445,1.3212412,0.990404611,1.453680508,12.10226635,1.988668776,0.248815724,7,180,11,260,42.30769231,26.92307692,1.878438335,Medium,Barren,26,588
LHI44,912350120,2018-02-21,-31.51272,25.17000008,Lord Howe and Norfolk Islands,388,2,159.04262,Central Indo-Pacific,Australia,Lord Howe Island,5,31.51272,-32,21.79718748,0.867250708,10.90737487,1.954468367,27.25087491,-0.817288509,-0.006713789,-1.409430425,1.453680508,12.10226635,1.988668776,0.246506107,6,266,12,709,50,25,1.878438335,Medium,Barren,24,1730
LHI46,2001752,2010-02-13,-31.542183,24.81999969,Lord Howe and Norfolk Islands,244,4,159.10646,Central Indo-Pacific,Australia,Lord Howe Island,8,31.542183,-32,21.96973074,0.944720669,11.75792321,2.479443311,27.84869234,0.429364652,0.558698004,0.421077997,1.453680508,12.10226635,1.988668776,0.222683685,8,402,11,241,42.30769231,30.76923077,1.878438335,Medium,Barren,26,813
LHI46,912340486,2012-02-23,-31.542183,25.14999962,Lord Howe and Norfolk Islands,267,3,159.10646,Central Indo-Pacific,Australia,Lord Howe Island,8,31.542183,-32,21.80047733,0.924729569,11.3540909,1.837350237,27.47752278,-0.344650431,0.412793665,-0.448030089,1.453680508,12.10226635,1.988668776,0.282700457,5,54,7,526,31.81818182,22.72727273,1.878438335,Medium,Barren,22,1397
LHI47,2001755,2010-02-17,-31.51793,25.10000038,Lord Howe and Norfolk Islands,70,4,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,3,31.51793,-32,21.59693476,0.970034809,11.32343511,2.116783068,27.25865232,-0.801069967,0.743452374,-0.51400599,1.453680508,12.10226635,1.988668776,0.172661825,5,35,11,143,47.82608696,21.73913043,1.878438335,Medium,Kelp,23,240
LHI47,912340475,2012-02-22,-31.51793,25.14999962,Lord Howe and Norfolk Islands,201,5,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,2.7,31.51793,-32,21.66807615,0.835813206,11.49336978,2.205820488,27.41476104,-0.475530061,-0.236159299,-0.148280916,1.453680508,12.10226635,1.988668776,0.214923547,4,62,11,455,47.82608696,17.39130435,1.878438335,Medium,Barren,23,847
LHI47,912343971,2014-02-23,-31.51793,25.78000069,Lord Howe and Norfolk Islands,160,4,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,1.6,31.51793,-32,21.63823529,0.806568758,11.1270591,2.055619981,27.20176484,-0.919699753,-0.449598881,-0.936636802,1.453680508,12.10226635,1.988668776,0.144758286,4,14,9,310,52.94117647,23.52941176,1.878438335,Medium,Kelp,17,342
LHI47,912344018,2014-02-23,-31.51793,25.78000069,Lord Howe and Norfolk Islands,251,2,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,1.2,31.51793,-32,21.56659996,0.850626582,11.12680019,1.839805819,27.13000005,-1.0693538,-0.12804439,-0.937194,1.453680508,12.10226635,1.988668776,0.12145441,3,87,8,168,53.33333333,20,1.878438335,Medium,Barren,15,280
LHI47,912344038,2014-02-23,-31.51793,25.78000069,Lord Howe and Norfolk Islands,227,4,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,1.8,31.51793,-32,21.56800003,0.565401548,10.71399994,1.979546469,26.925,-1.496848798,-2.209749315,-1.825602458,1.453680508,12.10226635,1.988668776,0.119760751,1,9,5,39,50,10,1.878438335,Medium,Barren,10,61
LHI47,912346222,2016-02-24,-31.51793,23.81999969,Lord Howe and Norfolk Islands,48,3,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,2.5,31.51793,-32,21.93757007,0.807785261,11.74858012,2.083211998,27.81186013,0.352556937,-0.440720274,0.400970264,1.453680508,12.10226635,1.988668776,0.12179826,6,83,8,148,32,24,1.878438335,Medium,Kelp,25,270
LHI47,912350158,2018-02-13,-31.51793,24.73999977,Lord Howe and Norfolk Islands,106,4,159.06675,Central Indo-Pacific,Australia,Lord Howe Island,1.6,31.51793,-32,21.64485007,0.971096554,11.53366024,2.217278627,27.41168019,-0.48195467,0.751201479,-0.061569765,1.453680508,12.10226635,1.988668776,0.230633025,5,67,12,184,48,20,1.878438335,Medium,Kelp,25,317
LHI48,2001758,2010-02-18,-31.51139,25.10000038,Lord Howe and Norfolk Islands,347,4,159.05416,Central Indo-Pacific,Australia,Lord Howe Island,10.5,31.51139,-32,22.08120391,0.82869181,11.64335532,1.799414571,27.90288157,0.542367683,-0.288134555,0.174510608,1.453680508,12.10226635,1.988668776,0.259306723,11,238,9,1366,23.68421053,28.94736842,1.878438335,Medium,Barren,38,1901
LHI48,912343972,2014-02-18,-31.51139,25.23999977,Lord Howe and Norfolk Islands,475,2,159.05416,Central Indo-Pacific,Australia,Lord Howe Island,9,31.51139,-32,21.85612496,0.906666723,11.89364489,1.924849242,27.8029474,0.333970864,0.280962614,0.713171552,1.453680508,12.10226635,1.988668776,0.283708228,8,28,12,460,31.57894737,21.05263158,1.878438335,Medium,Barren,38,663
LHI48,912344055,2014-02-18,-31.51139,25.23999977,Lord Howe and Norfolk Islands,332,2,159.05416,Central Indo-Pacific,Australia,Lord Howe Island,10,31.51139,-32,22.1404945,1.07284695,11.88761122,2.101633674,28.08430011,0.920687182,1.493823183,0.70018618,1.453680508,12.10226635,1.988668776,0.279359329,14,74,13,306,28.88888889,31.11111111,1.878438335,Medium,Barren,45,693
LHI48,912346179,2016-02-17,-31.51139,23.19000053,Lord Howe and Norfolk Islands,233,2,159.05416,Central Indo-Pacific,Australia,Lord Howe Island,10.5,31.51139,-32,21.67992322,0.880111461,11.41015405,1.822471809,27.38500024,-0.537591457,0.087149961,-0.327373728,1.453680508,12.10226635,1.988668776,0.25860743,4,17,9,246,34.61538462,15.38461538,1.878438335,Medium,Barren,26,419
LHI48,912346180,2016-02-17,-31.51139,23.19000053,Lord Howe and Norfolk Islands,225,2,159.05416,Central Indo-Pacific,Australia,Lord Howe Island,10,31.51139,-32,21.95629853,0.863504865,11.02753219,1.894681148,27.47006462,-0.360203232,-0.034052698,-1.150833739,1.453680508,12.10226635,1.988668776,0.233553049,9,65,11,480,35.48387097,29.03225806,1.878438335,Medium,Barren,31,743
LHI49,2001763,2010-02-19,-31.54666,25.10000038,Lord Howe and Norfolk Islands,231,4,159.06128,Central Indo-Pacific,Australia,Lord Howe Island,2.1,31.54666,-32,22.11284038,0.817151199,11.83831955,1.751886097,28.03200016,0.811623951,-0.372363304,0.594103053,1.453680508,12.10226635,1.988668776,0.148963582,12,44,9,412,25,33.33333333,1.878438335,Medium,Barren,36,689
LHI50,912350115,2018-02-15,-31.52979,24.73999977,Lord Howe and Norfolk Islands,500,1,159.05013,Central Indo-Pacific,Australia,Lord Howe Island,11,31.52979,-32,21.67755009,0.836107108,10.89189995,1.79922448,27.12350006,-1.082908495,-0.234014269,-1.442734785,1.453680508,12.10226635,1.988668776,0.196847682,2,12,9,579,45,10,1.878438335,Medium,Barren,20,785
LHI50,912350133,2018-02-15,-31.52979,24.73999977,Lord Howe and Norfolk Islands,325,3,159.05013,Central Indo-Pacific,Australia,Lord Howe Island,7,31.52979,-32,21.75967596,0.780452498,12.1289448,2.302597552,27.82414836,0.378182081,-0.64020749,1.219572468,1.453680508,12.10226635,1.988668776,0.216303174,3,31,9,745,33.33333333,11.11111111,1.878438335,Medium,Barren,27,921
LHI50,912350183,2018-02-15,-31.52979,24.73999977,Lord Howe and Norfolk Islands,80,1,159.05013,Central Indo-Pacific,Australia,Lord Howe Island,4,31.52979,-32,21.58500004,0.88501947,11.52111118,1.885739469,27.34555562,-0.619846938,0.122970898,-0.088577231,1.453680508,12.10226635,1.988668776,0.235980303,3,52,9,382,50,16.66666667,1.878438335,Medium,Kelp,18,558
LHI54,912346150,2016-02-24,-31.51492,23.81999969,Lord Howe and Norfolk Islands,219,2,159.03793,Central Indo-Pacific,Australia,Lord Howe Island,10,31.51492,-32,21.95872667,1.074513338,11.63957829,2.218135146,27.77851581,0.28302266,1.505985254,0.166381863,1.453680508,12.10226635,1.988668776,0.247838093,9,48,11,269,34.375,28.125,1.878438335,Medium,Barren,32,457
LHI54,912346199,2016-02-24,-31.51492,23.81999969,Lord Howe and Norfolk Islands,172,2,159.03793,Central Indo-Pacific,Australia,Lord Howe Island,15,31.51492,-32,21.41102098,0.893017555,10.70087511,1.593094167,26.76145853,-1.83788852,0.181344642,-1.85384908,1.453680508,12.10226635,1.988668776,0.287044046,1,14,11,96,45.83333333,4.166666667,1.878438335,Medium,Kelp,24,197
LHI7,2001776,2010-02-09,-31.55193,24.81999969,Lord Howe and Norfolk Islands,455,4,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,6,31.55193,-32,21.77271305,0.746800104,11.40527804,1.913156121,27.47535207,-0.349177105,-0.885818304,-0.337867636,1.453680508,12.10226635,1.988668776,0.172816014,2,3,9,310,33.33333333,7.407407407,1.878438335,Medium,Barren,27,896
LHI7,2001777,2010-02-09,-31.55193,24.81999969,Lord Howe and Norfolk Islands,447,3,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,8,31.55193,-32,21.81814595,0.793011047,11.85445878,1.989341223,27.74537534,0.213913477,-0.548549359,0.628837108,1.453680508,12.10226635,1.988668776,0.179015501,5,37,7,270,29.16666667,20.83333333,1.878438335,Medium,Barren,24,509
LHI7,912340529,2012-02-27,-31.55193,24.54999924,Lord Howe and Norfolk Islands,557,4,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,8,31.55193,-32,21.91794373,0.900871734,12.06981262,2.020754144,27.95285003,0.646568962,0.23866809,1.092311091,1.453680508,12.10226635,1.988668776,0.245576532,11,50,13,677,32.5,27.5,1.878438335,Medium,Barren,40,999
LHI7,912346246,2016-02-16,-31.55193,23.19000053,Lord Howe and Norfolk Islands,32,3,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,8,31.55193,-32,21.69685015,0.946809118,11.01629997,1.854542771,27.20500013,-0.912953057,0.573940478,-1.175007164,1.453680508,12.10226635,1.988668776,0.241310173,3,8,8,109,40,15,1.878438335,Medium,Kelp,20,190
LHI7,912350146,2018-02-15,-31.55193,24.73999977,Lord Howe and Norfolk Islands,297,3,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,8,31.55193,-32,21.48973075,0.946887225,11.55234645,1.742953618,27.26590398,-0.785947782,0.574510536,-0.021354218,1.453680508,12.10226635,1.988668776,0.246086392,3,7,12,851,46.15384615,11.53846154,1.878438335,Medium,Barren,26,1124
LHI7,912350161,2018-02-15,-31.55193,24.73999977,Lord Howe and Norfolk Islands,420,2,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,6,31.55193,-32,21.85578201,0.851485839,11.6660257,1.81812767,27.68879486,0.095923896,-0.121773139,0.223300682,1.453680508,12.10226635,1.988668776,0.275469707,8,75,12,499,30.76923077,20.51282051,1.878438335,Medium,Barren,39,835
LHI8,2001782,2010-02-09,-31.55193,24.81999969,Lord Howe and Norfolk Islands,250,4,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,2,31.55193,-32,21.88669645,0.625844541,11.91610764,1.992535382,27.84475026,0.421144082,-1.768608249,0.761514763,1.453680508,12.10226635,1.988668776,0.182106312,5,63,10,161,35.71428571,17.85714286,1.878438335,Medium,Barren,28,376
LHI8,2001783,2010-02-09,-31.55193,24.81999969,Lord Howe and Norfolk Islands,135,3,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,5,31.55193,-32,21.66774079,0.742103939,11.51807419,2.092884354,27.42677788,-0.450470837,-0.920093099,-0.095113299,1.453680508,12.10226635,1.988668776,0.240495345,4,28,11,250,40.74074074,14.81481481,1.878438335,Medium,Kelp,27,454
LHI8,912346163,2016-02-16,-31.55193,23.19000053,Lord Howe and Norfolk Islands,110,3,159.06731,Central Indo-Pacific,Australia,Lord Howe Island,5,31.55193,-32,21.64362855,0.796072766,11.50042875,1.811528679,27.39384292,-0.519151455,-0.526203509,-0.133088949,1.453680508,12.10226635,1.988668776,0.228894291,4,5,15,328,42.85714286,11.42857143,1.878438335,Medium,Kelp,35,583
LHI9,2001784,2009-02-01,-31.49935,23.47999954,Lord Howe and Norfolk Islands,273,4,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,11,31.49935,-31,21.45989134,0.927512036,10.87778268,1.57605024,26.89878268,-1.551520851,0.433101404,-1.473117287,1.453680508,12.10226635,1.988668776,0.259487423,3,5,12,1177,52.17391304,13.04347826,1.878438335,Medium,Barren,23,1361
LHI9,2001786,2009-02-01,-31.49935,23.47999954,Lord Howe and Norfolk Islands,244,3,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,14,31.49935,-31,21.65464592,0.911211506,10.89979159,1.683652724,27.10454171,-1.122443119,0.314132552,-1.42575078,1.453680508,12.10226635,1.988668776,0.184774876,4,10,11,938,45.83333333,16.66666667,1.878438335,Medium,Barren,24,1166
LHI9,2001787,2009-02-01,-31.49935,23.47999954,Lord Howe and Norfolk Islands,333,3,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,18,31.49935,-31,21.6223159,0.936372142,11.60705281,2.448424013,27.42584231,-0.452421833,0.497766577,0.096382114,1.453680508,12.10226635,1.988668776,0.212954518,2,5,8,327,42.10526316,10.52631579,1.878438335,Medium,Barren,19,367
LHI9,2001788,2010-02-10,-31.49935,24.81999969,Lord Howe and Norfolk Islands,220,4,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,11,31.49935,-31,21.81685006,0.88483671,11.3896335,1.945987341,27.51166681,-0.273448487,0.121637029,-0.371537048,1.453680508,12.10226635,1.988668776,0.24136925,8,65,11,709,36.66666667,26.66666667,1.878438335,Medium,Barren,30,1241
LHI9,2001789,2010-02-10,-31.49935,24.81999969,Lord Howe and Norfolk Islands,209,4,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,14,31.49935,-31,21.67461125,0.819514681,11.67111129,1.931838563,27.5101669,-0.276576304,-0.355113512,0.234245653,1.453680508,12.10226635,1.988668776,0.136098283,2,2,6,334,33.33333333,11.11111111,1.878438335,Medium,Barren,18,498
LHI9,912340454,2012-02-20,-31.49935,25.14999962,Lord Howe and Norfolk Islands,212,2,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,12,31.49935,-31,21.81935998,0.973669295,11.3382398,1.888827453,27.48847987,-0.321801148,0.769978538,-0.482144048,1.453680508,12.10226635,1.988668776,0.198610307,6,18,11,2419,44,24,1.878438335,Medium,Barren,25,2777
LHI9,912350145,2018-02-14,-31.49935,24.73999977,Lord Howe and Norfolk Islands,200,3,159.06494,Central Indo-Pacific,Australia,Lord Howe Island,14,31.49935,-31,21.80850017,0.940558665,11.42605576,1.779617574,27.52152805,-0.252884436,0.528321764,-0.293150857,1.453680508,12.10226635,1.988668776,0.287929244,8,60,14,1110,38.88888889,22.22222222,1.878438335,Medium,Barren,36,1467
MBMP1,4000801,2010-07-19,-27.38898,20.42000008,Tweed-Moreton,209,1,153.55097,Temperate Australasia,Australia,Moreton Bay Marine Park,9,27.38898,-27,22.35827546,0.852311936,12.91963283,1.214906528,28.81809188,1.794446612,-2.770542842,1.671665852,1.7317347,12.13884863,2.089515329,0.17549507,15,110,1,1,2.040816327,30.6122449,1.905687105,Medium,Barren,49,340
MBMP1,4000802,2010-07-19,-27.38898,20.42000008,Tweed-Moreton,601,1,153.55097,Temperate Australasia,Australia,Moreton Bay Marine Park,10,27.38898,-27,22.5138161,0.745603322,12.78945594,1.245403644,28.90854407,1.954684485,-3.41416098,1.021113463,1.7317347,12.13884863,2.089515329,0.134842114,15,174,NA,NA,NA,44.11764706,1.905687105,Medium,Barren,34,380
MED23,33003074,2011-07-26,43.213586,17.17000008,Western Mediterranean,272,2,5.340949,Temperate Northern Atlantic,France,France,6,43.213586,43,16.62130557,0.913559797,18.87716759,2.187447267,26.05988936,-1.744050102,-0.38260535,-0.941923947,2.370413835,18.60952048,2.901612256,0.096450668,3,14,9,106,50,16.66666667,3.188850624,Medium,Barren,18,325
MED25,34003930,2011-08-19,39.46264,23.30999947,Western Mediterranean,268,1,2.47249,Temperate Northern Atlantic,Spain,Mallorca,8,39.46264,39,17.3017874,1.163861574,19.21122611,2.121743101,26.90740046,0.633242308,0.586906454,-0.052585694,2.370413835,18.60952048,2.901612256,0.159033314,7,88,6,111,30,35,3.188850624,Medium,Barren,20,3368
MED26,34003931,2011-08-19,39.47842,23.30999947,Western Mediterranean,98,2,2.5403,Temperate Northern Atlantic,Spain,Mallorca,5,39.47842,39,17.1704332,0.884953807,19.51686763,2.101700058,26.92886701,0.693456592,-0.49340698,0.761100165,2.370413835,18.60952048,2.901612256,0.055960805,4,44,3,71,20,26.66666667,3.188850624,Medium,Kelp,15,440
MED27,34003021,2011-08-23,39.87156,23.28000069,Western Mediterranean,146,1,3.154282,Temperate Northern Atlantic,Spain,Mallorca,4.5,39.87156,40,17.03340909,0.487478459,19.28681941,1.931113463,26.6768188,-0.013545716,-2.032976722,0.148660527,2.370413835,18.60952048,2.901612256,0.037694996,1,2,2,50,18.18181818,9.090909091,3.188850624,Medium,Kelp,11,184
MED28,34003022,2011-08-23,39.710261,23.28000069,Western Mediterranean,79,1,3.466233,Temperate Northern Atlantic,Spain,Mallorca,5,39.710261,40,17.67843173,1.840773675,18.89177379,2.366724776,27.12431862,1.241703852,3.208838592,-0.903038974,2.370413835,18.60952048,2.901612256,0.141628516,7,35,4,60,18.18181818,31.81818182,3.188850624,Medium,Kelp,22,535
MED6,39003132,2011-07-06,40.7045,16.90999985,Western Mediterranean,61,2,13.943233,Temperate Northern Atlantic,Italy,Italy,6,40.7045,41,17.37164465,1.737865218,18.62060631,2.727247503,26.68194781,0.000841291,2.810235892,-1.624947261,2.370413835,18.60952048,2.901612256,0.083508375,5,83,5,55,26.31578947,26.31578947,3.188850624,Medium,Kelp,19,1130
MEL2,912349427,2015-09-04,35.336282,24.90999985,Alboran Sea,58,2,-2.959504,Temperate Northern Atlantic,Morocco,Melilla Coast,9.5,35.336282,35,17.62043047,1.843035441,19.05658424,2.31938476,27.14872259,0.198633495,2.096127528,-1.383420596,2.634356832,18.65462123,3.436622742,0.079335245,4,46,5,32,27.77777778,22.22222222,3.021093849,Medium,Kelp,18,3903
MEL3,912349428,2015-09-04,35.312637,24.90999985,Alboran Sea,169,2,-2.945076,Temperate Northern Atlantic,Spain,Melilla,6.6,35.312637,35,17.50543741,1.203484054,19.22287593,2.07039644,27.11687537,0.115151376,0.230268464,-0.979709132,2.634356832,18.65462123,3.436622742,0.093004055,6,20,3,90,15,30,3.021093849,Medium,Kelp,20,1043
MEL3,912349429,2015-09-04,35.312637,24.90999985,Alboran Sea,141,1,-2.945076,Temperate Northern Atlantic,Spain,Melilla,5.9,35.312637,35,16.98250003,0.846981967,19.13300104,1.437196003,26.54900055,-1.373437052,-0.809808476,-1.197901161,2.634356832,18.65462123,3.436622742,0.083249062,1,2,3,125,30,10,3.021093849,Medium,Kelp,10,217
MEL4,912349430,2015-09-05,35.182399,24.90999985,Alboran Sea,344,2,-2.442621,Temperate Northern Atlantic,Morocco,Melilla Coast,10,35.182399,35,17.16944734,0.937951601,19.05573791,2.144548397,26.69731629,-0.984652259,-0.544409134,-1.385475251,2.634356832,18.65462123,3.436622742,0.098521359,4,29,5,96,26.31578947,21.05263158,3.021093849,Medium,Barren,19,1586
MEL5,912349432,2015-09-05,35.178967,24.90999985,Alboran Sea,239,2,-2.438754,Temperate Northern Atlantic,Morocco,Melilla Coast,2.9,35.178967,35,17.50859985,1.034507596,19.29520095,2.378144515,27.15620033,0.218235127,-0.262711867,-0.804123459,2.634356832,18.65462123,3.436622742,0.207901023,5,134,3,85,15,25,3.021093849,Medium,Barren,20,272
MEL5,912349433,2015-09-05,35.178967,24.90999985,Alboran Sea,244,2,-2.438754,Temperate Northern Atlantic,Morocco,Melilla Coast,2.7,35.178967,35,17.12607135,0.766477049,19.48928676,1.961684123,26.87071473,-0.530117395,-1.044677531,-0.332935371,2.634356832,18.65462123,3.436622742,0.057638411,1,56,2,137,14.28571429,7.142857143,3.021093849,Medium,Barren,14,429
MEL6,912349434,2015-09-05,35.182958,24.90999985,Alboran Sea,66,2,-2.426523,Temperate Northern Atlantic,Morocco,Melilla Coast,10.2,35.182958,35,17.31169038,0.925141312,19.5052867,2.073146527,27.06433373,-0.022577724,-0.581782511,-0.294091822,2.634356832,18.65462123,3.436622742,0.110279607,6,118,5,159,23.80952381,28.57142857,3.021093849,Medium,Kelp,21,26927
MEL6,912349435,2015-09-05,35.182958,24.90999985,Alboran Sea,158,2,-2.426523,Temperate Northern Atlantic,Morocco,Melilla Coast,8.1,35.182958,35,17.38433988,1.007266617,19.12308104,2.435140647,26.9458804,-0.333083208,-0.342186057,-1.221984256,2.634356832,18.65462123,3.436622742,0.198692703,8,171,6,41,24,32,3.021093849,Medium,Kelp,25,25706
MEL7,912349436,2015-09-05,35.178177,24.90999985,Alboran Sea,479,2,-2.419149,Temperate Northern Atlantic,Morocco,Melilla Coast,5.9,35.178177,35,17.46636097,0.913586974,19.7682787,2.076171859,27.35050032,0.72755992,-0.615491712,0.344381938,2.634356832,18.65462123,3.436622742,0.110279607,6,89,3,38,16.66666667,33.33333333,3.021093849,Medium,Barren,18,3824
